trait_type,phenocode,pheno_sex,description,BIN_QT,n_cases_EUR,n_controls_EUR,N,Neff,filename,aws_link,estimates.final.h2_observed
prescriptions,hydrocortisone/miconazole,both_sexes,,BIN,8814,411717.0,420531,17258.530943022037,prescriptions-hydrocortisone_miconazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-hydrocortisone_miconazole-both_sexes.tsv.bgz,0.0005
prescriptions,hydroxocobalamin,both_sexes,,BIN,3302,417229.0,420531,6552.145539805628,prescriptions-hydroxocobalamin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-hydroxocobalamin-both_sexes.tsv.bgz,0.0018
prescriptions,hydroxychloroquine,both_sexes,,BIN,1339,419192.0,420531,2669.47306143899,prescriptions-hydroxychloroquine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-hydroxychloroquine-both_sexes.tsv.bgz,0.0012
prescriptions,hydroxyzine,both_sexes,,BIN,2621,417910.0,420531,5209.3287296299195,prescriptions-hydroxyzine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-hydroxyzine-both_sexes.tsv.bgz,0.0048
prescriptions,hypromellose,both_sexes,,BIN,7467,413064.0,420531,14668.830064846587,prescriptions-hypromellose-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-hypromellose-both_sexes.tsv.bgz,0.0031
prescriptions,ibuprofen,both_sexes,,BIN,59022,361509.0,420531,101476.3915050258,prescriptions-ibuprofen-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ibuprofen-both_sexes.tsv.bgz,0.0136
prescriptions,indapamide,both_sexes,,BIN,3647,416884.0,420531,7230.7437406517,prescriptions-indapamide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-indapamide-both_sexes.tsv.bgz,
prescriptions,indomethacin,both_sexes,,BIN,3494,417037.0,420531,6929.939899793358,prescriptions-indomethacin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-indomethacin-both_sexes.tsv.bgz,
prescriptions,inert viscoelastic polymer,both_sexes,,BIN,7467,413064.0,420531,14668.830064846587,prescriptions-inert_viscoelastic_polymer-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-inert_viscoelastic_polymer-both_sexes.tsv.bgz,
prescriptions,influenza inactivated vaccine,both_sexes,,BIN,7260,413271.0,420531,14269.328349158564,prescriptions-influenza_inactivated_vaccine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-influenza_inactivated_vaccine-both_sexes.tsv.bgz,
prescriptions,inorganic salt|dietary supplement,both_sexes,,BIN,7748,412783.0,420531,15210.496653041037,prescriptions-inorganic_salt|dietary_supplement-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-inorganic_salt|dietary_supplement-both_sexes.tsv.bgz,
prescriptions,inorganic salt|vitamin D derivative|dietary supplement,both_sexes,,BIN,2391,418140.0,420531,4754.811131640712,prescriptions-inorganic_salt|vitamin_D_derivative|dietary_supplement-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-inorganic_salt|vitamin_D_derivative|dietary_supplement-both_sexes.tsv.bgz,
prescriptions,inorganic salt|vitamin D|dietary supplement,both_sexes,,BIN,7202,413329.0,420531,14157.317572307393,prescriptions-inorganic_salt|vitamin_D|dietary_supplement-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-inorganic_salt|vitamin_D|dietary_supplement-both_sexes.tsv.bgz,
prescriptions,insulin aspart,both_sexes,,BIN,1087,419444.0,420531,2168.3805854978586,prescriptions-insulin_aspart-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-insulin_aspart-both_sexes.tsv.bgz,
prescriptions,ipratropium bromide,both_sexes,,BIN,1274,419257.0,420531,2540.280825908197,prescriptions-ipratropium_bromide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ipratropium_bromide-both_sexes.tsv.bgz,
prescriptions,irbesartan,both_sexes,,BIN,2224,418307.0,420531,4424.476521350388,prescriptions-irbesartan-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-irbesartan-both_sexes.tsv.bgz,
prescriptions,iron supplement,both_sexes,,BIN,15592,404939.0,420531,30027.7928999289,prescriptions-iron_supplement-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-iron_supplement-both_sexes.tsv.bgz,
prescriptions,isosorbide mononitrate,both_sexes,,BIN,3053,417478.0,420531,6061.671239456782,prescriptions-isosorbide_mononitrate-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-isosorbide_mononitrate-both_sexes.tsv.bgz,
prescriptions,ispaghula husk,both_sexes,,BIN,6805,413726.0,420531,13389.764036420622,prescriptions-ispaghula_husk-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ispaghula_husk-both_sexes.tsv.bgz,
prescriptions,ketoconazole,both_sexes,,BIN,4948,415583.0,420531,9779.562904993925,prescriptions-ketoconazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ketoconazole-both_sexes.tsv.bgz,
prescriptions,ketoprofen,both_sexes,,BIN,3306,417225.0,420531,6560.019832069454,prescriptions-ketoprofen-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ketoprofen-both_sexes.tsv.bgz,
prescriptions,lactulose,both_sexes,,BIN,14692,405839.0,420531,28357.417588715216,prescriptions-lactulose-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lactulose-both_sexes.tsv.bgz,
prescriptions,lansoprazole,both_sexes,,BIN,45841,374690.0,420531,81687.98157567457,prescriptions-lansoprazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lansoprazole-both_sexes.tsv.bgz,
prescriptions,latanoprost,both_sexes,,BIN,2914,417617.0,420531,5787.6158380713905,prescriptions-latanoprost-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-latanoprost-both_sexes.tsv.bgz,
prescriptions,lercanidipine,both_sexes,,BIN,2069,418462.0,420531,4117.641163196055,prescriptions-lercanidipine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lercanidipine-both_sexes.tsv.bgz,
prescriptions,leukotriene receptor antagonist|asthma,both_sexes,,BIN,2288,418243.0,420531,4551.10317194214,prescriptions-leukotriene_receptor_antagonist|asthma-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-leukotriene_receptor_antagonist|asthma-both_sexes.tsv.bgz,
prescriptions,levocetirizine,both_sexes,,BIN,1303,419228.0,420531,2597.9254038346758,prescriptions-levocetirizine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-levocetirizine-both_sexes.tsv.bgz,
prescriptions,levothyroxine,both_sexes,,BIN,13915,406616.0,420531,26909.12983822833,prescriptions-levothyroxine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-levothyroxine-both_sexes.tsv.bgz,
prescriptions,lidocaine,both_sexes,,BIN,8061,412470.0,420531,15812.963467615944,prescriptions-lidocaine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lidocaine-both_sexes.tsv.bgz,
prescriptions,lipase inhibitor|obesity,both_sexes,,BIN,4289,416242.0,420531,8490.512889656173,prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz,
prescriptions,lisinopril,both_sexes,,BIN,9781,410750.0,420531,19107.01351386699,prescriptions-lisinopril-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lisinopril-both_sexes.tsv.bgz,
prescriptions,local anesthetic|anti-arrhythmic|sodium channel blocker,both_sexes,,BIN,8061,412470.0,420531,15812.963467615944,prescriptions-local_anesthetic|anti-arrhythmic|sodium_channel_blocker-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-local_anesthetic|anti-arrhythmic|sodium_channel_blocker-both_sexes.tsv.bgz,
prescriptions,lofepramine,both_sexes,,BIN,2577,417954.0,420531,5122.41645919088,prescriptions-lofepramine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lofepramine-both_sexes.tsv.bgz,
prescriptions,long-acting anti-muscarinic bronchodilator|anti-muscarinic|bronchodilator|asthma,both_sexes,,BIN,3116,417415.0,420531,6185.822876315897,prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz,
prescriptions,loop diuretic|diuretic,both_sexes,,BIN,10121,410410.0,420531,19754.831914888557,prescriptions-loop_diuretic|diuretic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-loop_diuretic|diuretic-both_sexes.tsv.bgz,
prescriptions,loperamide,both_sexes,,BIN,9245,411286.0,420531,18083.51379565359,prescriptions-loperamide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-loperamide-both_sexes.tsv.bgz,
prescriptions,loratadine,both_sexes,,BIN,14910,405621.0,420531,28762.72669553493,prescriptions-loratadine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-loratadine-both_sexes.tsv.bgz,
prescriptions,lorazepam,both_sexes,,BIN,1191,419340.0,420531,2375.2538576228626,prescriptions-lorazepam-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lorazepam-both_sexes.tsv.bgz,
prescriptions,losartan,both_sexes,,BIN,7473,413058.0,420531,14680.403746691683,prescriptions-losartan-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-losartan-both_sexes.tsv.bgz,
prescriptions,lymecycline,both_sexes,,BIN,2348,418183.0,420531,4669.780273035757,prescriptions-lymecycline-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lymecycline-both_sexes.tsv.bgz,
prescriptions,lysosomal pH modulator|TLR antagonist|anti-malarial,both_sexes,,BIN,1339,419192.0,420531,2669.47306143899,prescriptions-lysosomal_pH_modulator|TLR_antagonist|anti-malarial-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lysosomal_pH_modulator|TLR_antagonist|anti-malarial-both_sexes.tsv.bgz,
prescriptions,macrolide antibiotic|antibiotic,both_sexes,,BIN,42936,377595.0,420531,77104.51272319995,prescriptions-macrolide_antibiotic|antibiotic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-macrolide_antibiotic|antibiotic-both_sexes.tsv.bgz,
prescriptions,mast cell stabilizer,both_sexes,,BIN,7265,413266.0,420531,14278.982952505285,prescriptions-mast_cell_stabilizer-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mast_cell_stabilizer-both_sexes.tsv.bgz,
prescriptions,mebeverine,both_sexes,,BIN,14876,405655.0,420531,28699.543101459818,prescriptions-mebeverine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mebeverine-both_sexes.tsv.bgz,
prescriptions,mefenamic acid,both_sexes,,BIN,4279,416252.0,420531,8470.920374478932,prescriptions-mefenamic_acid-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mefenamic_acid-both_sexes.tsv.bgz,
prescriptions,meloxicam,both_sexes,,BIN,4117,416414.0,420531,8153.389110434188,prescriptions-meloxicam-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-meloxicam-both_sexes.tsv.bgz,
prescriptions,metformin,both_sexes,,BIN,9621,410910.0,420531,18801.777324382743,prescriptions-metformin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-metformin-both_sexes.tsv.bgz,
prescriptions,methotrexate,both_sexes,,BIN,1945,418586.0,420531,3872.0083418344902,prescriptions-methotrexate-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-methotrexate-both_sexes.tsv.bgz,
prescriptions,metoclopramide,both_sexes,,BIN,8069,412462.0,420531,15828.349767317986,prescriptions-metoclopramide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-metoclopramide-both_sexes.tsv.bgz,
prescriptions,metoprolol,both_sexes,,BIN,1124,419407.0,420531,2241.991520244643,prescriptions-metoprolol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-metoprolol-both_sexes.tsv.bgz,
prescriptions,metronidazole,both_sexes,,BIN,15012,405519.0,420531,28952.21150402705,prescriptions-metronidazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-metronidazole-both_sexes.tsv.bgz,
prescriptions,miconazole,both_sexes,,BIN,5822,414709.0,420531,11482.795789133263,prescriptions-miconazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-miconazole-both_sexes.tsv.bgz,
prescriptions,miconazole/hydrocortisone,both_sexes,,BIN,15150,405381.0,420531,29208.415788610117,prescriptions-miconazole_hydrocortisone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-miconazole_hydrocortisone-both_sexes.tsv.bgz,
prescriptions,mirtazapine,both_sexes,,BIN,4557,415974.0,420531,9015.237963431946,prescriptions-mirtazapine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mirtazapine-both_sexes.tsv.bgz,
prescriptions,mometasone,both_sexes,,BIN,20561,399970.0,420531,39111.4242231845,prescriptions-mometasone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mometasone-both_sexes.tsv.bgz,
prescriptions,montelukast,both_sexes,,BIN,2288,418243.0,420531,4551.10317194214,prescriptions-montelukast-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-montelukast-both_sexes.tsv.bgz,
prescriptions,morphine sulfate,both_sexes,,BIN,4453,416078.0,420531,8811.694424430065,prescriptions-morphine_sulfate-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-morphine_sulfate-both_sexes.tsv.bgz,
prescriptions,muculytic,both_sexes,,BIN,2597,417934.0,420531,5161.92431949131,prescriptions-muculytic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-muculytic-both_sexes.tsv.bgz,
prescriptions,naproxen,both_sexes,,BIN,45061,375470.0,420531,80465.19124630527,prescriptions-naproxen-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-naproxen-both_sexes.tsv.bgz,
prescriptions,naratriptan,both_sexes,,BIN,1098,419433.0,420531,2190.2662776347047,prescriptions-naratriptan-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-naratriptan-both_sexes.tsv.bgz,
prescriptions,nefopam,both_sexes,,BIN,4355,416176.0,420531,8619.799634271909,prescriptions-nefopam-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nefopam-both_sexes.tsv.bgz,
prescriptions,nicorandil,both_sexes,,BIN,1857,418674.0,420531,3697.5995491414424,prescriptions-nicorandil-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicorandil-both_sexes.tsv.bgz,
prescriptions,nicotinic acetylcholine receptor agonist|smoking cessation,both_sexes,,BIN,2130,418401.0,420531,4238.4229937864275,prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz,
prescriptions,nitrate |anti-anginal agent|anti-hypertensive,both_sexes,,BIN,11626,408905.0,420531,22609.175209437595,prescriptions-nitrate_|anti-anginal_agent|anti-hypertensive-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nitrate_|anti-anginal_agent|anti-hypertensive-both_sexes.tsv.bgz,
prescriptions,nitrofurantoin,both_sexes,,BIN,13899,406632.0,420531,26879.246324290005,prescriptions-nitrofurantoin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nitrofurantoin-both_sexes.tsv.bgz,
prescriptions,nitroimidazoles|anti-biotic|anti-protozoal,both_sexes,,BIN,15012,405519.0,420531,28952.21150402705,prescriptions-nitroimidazoles|anti-biotic|anti-protozoal-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nitroimidazoles|anti-biotic|anti-protozoal-both_sexes.tsv.bgz,
prescriptions,non-opioid analgesic,both_sexes,,BIN,4355,416176.0,420531,8619.799634271909,prescriptions-non-opioid_analgesic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-non-opioid_analgesic-both_sexes.tsv.bgz,
prescriptions,non-selective beta-blocker|beta blocker,both_sexes,,BIN,12218,408313.0,420531,23726.042712665654,prescriptions-non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-non-selective_beta-blocker|beta_blocker-both_sexes.tsv.bgz,
prescriptions,non-steroidal anti-inflammatory drug|NSAID,both_sexes,,BIN,9784,410747.0,420531,19112.734366788653,prescriptions-non-steroidal_anti-inflammatory_drug|NSAID-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-non-steroidal_anti-inflammatory_drug|NSAID-both_sexes.tsv.bgz,
prescriptions,noradrenergic and specific serotonergic antidepressant|antidepressant|appetite stimulant,both_sexes,,BIN,4557,415974.0,420531,9015.237963431946,prescriptions-noradrenergic_and_specific_serotonergic_antidepressant|antidepressant|appetite_stimulant-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-noradrenergic_and_specific_serotonergic_antidepressant|antidepressant|appetite_stimulant-both_sexes.tsv.bgz,
prescriptions,norethindrone,both_sexes,,BIN,1732,418799.0,420531,3449.7331611700447,prescriptions-norethindrone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-norethindrone-both_sexes.tsv.bgz,
prescriptions,norethisterone,both_sexes,,BIN,9720,410811.0,420531,18990.670937457642,prescriptions-norethisterone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-norethisterone-both_sexes.tsv.bgz,
prescriptions,nortriptyline,both_sexes,,BIN,1359,419172.0,420531,2709.216433509064,prescriptions-nortriptyline-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nortriptyline-both_sexes.tsv.bgz,
prescriptions,oilatum,both_sexes,,BIN,1521,419010.0,420531,3030.9975245582373,prescriptions-oilatum-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-oilatum-both_sexes.tsv.bgz,
prescriptions,omeprazole,both_sexes,,BIN,60025,360506.0,420531,102914.518311373,prescriptions-omeprazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-omeprazole-both_sexes.tsv.bgz,
prescriptions,opioid,both_sexes,,BIN,4453,416078.0,420531,8811.694424430065,prescriptions-opioid-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid-both_sexes.tsv.bgz,
prescriptions,opioid analgesic,both_sexes,,BIN,32567,387964.0,420531,60089.8558631825,prescriptions-opioid_analgesic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid_analgesic-both_sexes.tsv.bgz,
prescriptions,opioid analgesic|antipyretic,both_sexes,,BIN,66872,353659.0,420531,112476.29614939207,prescriptions-opioid_analgesic|antipyretic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid_analgesic|antipyretic-both_sexes.tsv.bgz,
prescriptions,opioid analgesic|selective serotonin re-uptake inhibitor|norepinephrine re-uptake inhibitor,both_sexes,,BIN,22929,397602.0,420531,43357.64192413876,prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid_analgesic|selective_serotonin_re-uptake_inhibitor|norepinephrine_re-uptake_inhibitor-both_sexes.tsv.bgz,
prescriptions,opioid|anti-diarrheal agent,both_sexes,,BIN,9245,411286.0,420531,18083.51379565359,prescriptions-opioid|anti-diarrheal_agent-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-opioid|anti-diarrheal_agent-both_sexes.tsv.bgz,
prescriptions,orlistat,both_sexes,,BIN,4289,416242.0,420531,8490.512889656173,prescriptions-orlistat-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-orlistat-both_sexes.tsv.bgz,
prescriptions,osmotic laxative,both_sexes,,BIN,3901,416630.0,420531,7729.62578264147,prescriptions-osmotic_laxative-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-osmotic_laxative-both_sexes.tsv.bgz,
prescriptions,osmotic laxative|laxative,both_sexes,,BIN,19577,400954.0,420531,37331.26194263919,prescriptions-osmotic_laxative|laxative-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-osmotic_laxative|laxative-both_sexes.tsv.bgz,
prescriptions,oxybutynin,both_sexes,,BIN,5134,415397.0,420531,10142.644409092314,prescriptions-oxybutynin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-oxybutynin-both_sexes.tsv.bgz,
prescriptions,oxytetracycline,both_sexes,,BIN,12486,408045.0,420531,24230.55551195988,prescriptions-oxytetracycline-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-oxytetracycline-both_sexes.tsv.bgz,
prescriptions,pantoprazole,both_sexes,,BIN,2934,417597.0,420531,5827.059588948258,prescriptions-pantoprazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-pantoprazole-both_sexes.tsv.bgz,
prescriptions,paracetamol,both_sexes,,BIN,40391,380140.0,420531,73023.08148507483,prescriptions-paracetamol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-paracetamol-both_sexes.tsv.bgz,
prescriptions,paraffin,both_sexes,,BIN,2504,418027.0,420531,4978.180481343825,prescriptions-paraffin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-paraffin-both_sexes.tsv.bgz,
prescriptions,paroxetine,both_sexes,,BIN,5064,415467.0,420531,10006.039450123772,prescriptions-paroxetine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-paroxetine-both_sexes.tsv.bgz,
prescriptions,penicillin,both_sexes,,BIN,7964,412567.0,420531,15626.356144969099,prescriptions-penicillin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-penicillin-both_sexes.tsv.bgz,
prescriptions,peppermint oil,both_sexes,,BIN,2764,417767.0,420531,5491.666431250015,prescriptions-peppermint_oil-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-peppermint_oil-both_sexes.tsv.bgz,
prescriptions,perindopril,both_sexes,,BIN,3971,416560.0,420531,7867.005095938231,prescriptions-perindopril-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-perindopril-both_sexes.tsv.bgz,
prescriptions,peripherally selective D2/D3 dopamine receptor antagonist|antiemetic,both_sexes,,BIN,8065,412466.0,420531,15820.656693561234,prescriptions-peripherally_selective_D2_D3_dopamine_receptor_antagonist|antiemetic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-peripherally_selective_D2_D3_dopamine_receptor_antagonist|antiemetic-both_sexes.tsv.bgz,
prescriptions,phenoxymethylpenicillin,both_sexes,,BIN,20499,400032.0,420531,38999.53139245383,prescriptions-phenoxymethylpenicillin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-phenoxymethylpenicillin-both_sexes.tsv.bgz,
prescriptions,pioglitazone,both_sexes,,BIN,1121,419410.0,420531,2236.0235511769642,prescriptions-pioglitazone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-pioglitazone-both_sexes.tsv.bgz,
