trait_type,phenocode,pheno_sex,description,BIN_QT,n_cases_EUR,n_controls_EUR,N,Neff,filename,aws_link,estimates.final.h2_observed
icd10,A04,both_sexes,A04 Other bacterial intestinal infections,BIN,3088,417443.0,420531,6130.6490318192955,icd10-A04-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-A04-both_sexes.tsv.bgz,0.0033
icd10,A08,both_sexes,A08 Viral and other specified intestinal infections,BIN,1107,419424.0,420531,2208.171896958845,icd10-A08-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-A08-both_sexes.tsv.bgz,0.0001
icd10,A09,both_sexes,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,BIN,9029,411502.0,420531,17670.28617628665,icd10-A09-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-A09-both_sexes.tsv.bgz,0.0035
icd10,A41,both_sexes,A41 Other septicaemia,BIN,5512,415019.0,420531,10879.505805755105,icd10-A41-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-A41-both_sexes.tsv.bgz,0.0011
icd10,B34,both_sexes,B34 Viral infection of unspecified site,BIN,2129,418402.0,420531,4236.443249130266,icd10-B34-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B34-both_sexes.tsv.bgz,0.0003
icd10,B37,both_sexes,B37 Candidiasis,BIN,3055,417476.0,420531,6065.613141480651,icd10-B37-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B37-both_sexes.tsv.bgz,0.0009
icd10,B95,both_sexes,B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,BIN,5009,415522.0,420531,9898.674285605579,icd10-B95-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B95-both_sexes.tsv.bgz,0.0026
icd10,B96,both_sexes,B96 Other bacterial agents as the cause of diseases classified to other chapters,BIN,10629,409902.0,420531,20720.700057784088,icd10-B96-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B96-both_sexes.tsv.bgz,0.0046
icd10,B98,both_sexes,B98 Other specified infectious agents as the cause of diseases classified to other chapters,BIN,1486,419045.0,420531,2961.498058407109,icd10-B98-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B98-both_sexes.tsv.bgz,-0.0039
icd10,C18,both_sexes,C18 Malignant neoplasm of colon,BIN,3759,416772.0,420531,7450.798861439465,icd10-C18-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C18-both_sexes.tsv.bgz,0.0046
icd10,C34,both_sexes,C34 Malignant neoplasm of bronchus and lung,BIN,3048,417483.0,420531,6051.816317940889,icd10-C34-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C34-both_sexes.tsv.bgz,0.0076
icd10,C43,both_sexes,C43 Malignant melanoma of skin,BIN,2598,417933.0,420531,5163.899612632601,icd10-C43-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C43-both_sexes.tsv.bgz,0.0026
icd10,C44,both_sexes,C44 Other malignant neoplasms of skin,BIN,14388,406143.0,420531,27791.461195488562,icd10-C44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C44-both_sexes.tsv.bgz,0.0212
icd10,C50,both_sexes,C50 Malignant neoplasm of breast,BIN,11779,408752.0,420531,22898.144526800643,icd10-C50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C50-both_sexes.tsv.bgz,0.0147
icd10,C54,both_sexes,C54 Malignant neoplasm of corpus uteri,BIN,1471,419060.0,420531,2931.7090059948023,icd10-C54-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C54-both_sexes.tsv.bgz,0.0025
icd10,C67,both_sexes,C67 Malignant neoplasm of bladder,BIN,2576,417955.0,420531,5120.440966302128,icd10-C67-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C67-both_sexes.tsv.bgz,0.0036
icd10,C77,both_sexes,C77 Secondary and unspecified malignant neoplasm of lymph nodes,BIN,6878,413653.0,420531,13531.013570937695,icd10-C77-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C77-both_sexes.tsv.bgz,-0.001
icd10,C78,both_sexes,C78 Secondary malignant neoplasm of respiratory and digestive organs,BIN,6269,414262.0,420531,12351.091729266094,icd10-C78-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C78-both_sexes.tsv.bgz,0.0027
icd10,C79,both_sexes,C79 Secondary malignant neoplasm of other sites,BIN,4923,415608.0,420531,9730.736540231279,icd10-C79-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C79-both_sexes.tsv.bgz,-0.0012
icd10,C80,both_sexes,C80 Malignant neoplasm without specification of site,BIN,1779,418752.0,420531,3542.9483581471995,icd10-C80-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C80-both_sexes.tsv.bgz,-0.0021
icd10,C83,both_sexes,C83 Diffuse non-Hodgkin's lymphoma,BIN,1092,419439.0,420531,2178.3287700550018,icd10-C83-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C83-both_sexes.tsv.bgz,0.0025
icd10,C85,both_sexes,C85 Other and unspecified types of non-Hodgkin's lymphoma,BIN,1481,419050.0,420531,2951.568612064271,icd10-C85-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C85-both_sexes.tsv.bgz,-0.0027
icd10,D05,both_sexes,D05 Carcinoma in situ of breast,BIN,2484,418047.0,420531,4938.6549291253195,icd10-D05-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D05-both_sexes.tsv.bgz,0.0015
icd10,D12,both_sexes,"D12 Benign neoplasm of colon, rectum, anus and anal canal",BIN,16552,403979.0,420531,31801.03444454749,icd10-D12-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D12-both_sexes.tsv.bgz,0.0182
icd10,D13,both_sexes,D13 Benign neoplasm of other and ill-defined parts of digestive system,BIN,1492,419039.0,420531,2973.4130801296456,icd10-D13-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D13-both_sexes.tsv.bgz,5.2e-05
icd10,D17,both_sexes,D17 Benign lipomatous neoplasm,BIN,7232,413299.0,420531,14215.258175972758,icd10-D17-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D17-both_sexes.tsv.bgz,0.0024
icd10,D18,both_sexes,"D18 Haemangioma and lymphangioma, any site",BIN,1820,418711.0,420531,3624.246583486117,icd10-D18-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D18-both_sexes.tsv.bgz,0.0036
icd10,D22,both_sexes,D22 Melanocytic naevi,BIN,5291,415240.0,420531,10448.86032183121,icd10-D22-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D22-both_sexes.tsv.bgz,0.0056
icd10,D23,both_sexes,D23 Other benign neoplasms of skin,BIN,4596,415935.0,420531,9091.540266948216,icd10-D23-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D23-both_sexes.tsv.bgz,0.0015
icd10,D25,both_sexes,D25 Leiomyoma of uterus,BIN,10785,409746.0,420531,21016.812601211324,icd10-D25-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D25-both_sexes.tsv.bgz,0.0067
icd10,D35,both_sexes,D35 Benign neoplasm of other and unspecified endocrine glands,BIN,1094,419437.0,420531,2182.307977295372,icd10-D35-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D35-both_sexes.tsv.bgz,-0.0015
icd10,D37,both_sexes,D37 Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,BIN,1411,419120.0,420531,2812.531394831772,icd10-D37-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D37-both_sexes.tsv.bgz,0.0007
icd10,D50,both_sexes,D50 Iron deficiency anaemia,BIN,10483,410048.0,420531,20443.359390865357,icd10-D50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D50-both_sexes.tsv.bgz,0.0051
icd10,D51,both_sexes,D51 Vitamin B12 deficiency anaemia,BIN,1112,419419.0,420531,2218.119130337597,icd10-D51-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D51-both_sexes.tsv.bgz,0.0022
icd10,D64,both_sexes,D64 Other anaemias,BIN,14551,405980.0,420531,28095.02738204793,icd10-D64-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D64-both_sexes.tsv.bgz,0.0055
icd10,D68,both_sexes,D68 Other coagulation defects,BIN,1159,419372.0,420531,2311.611500697927,icd10-D68-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D68-both_sexes.tsv.bgz,8.96e-05
icd10,D69,both_sexes,D69 Purpura and other haemorrhagic conditions,BIN,2199,418332.0,420531,4375.002404103384,icd10-D69-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-D69-both_sexes.tsv.bgz,-0.002
icd10,E03,both_sexes,E03 Other hypothyroidism,BIN,17592,402939.0,420531,33712.15386261655,icd10-E03-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E03-both_sexes.tsv.bgz,0.0382
icd10,E04,both_sexes,E04 Other non-toxic goitre,BIN,1955,418576.0,420531,3891.8228620482205,icd10-E04-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E04-both_sexes.tsv.bgz,0.0112
icd10,E05,both_sexes,E05 Thyrotoxicosis [hyperthyroidism],BIN,2250,418281.0,420531,4475.923296974539,icd10-E05-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E05-both_sexes.tsv.bgz,0.0074
icd10,E10,both_sexes,E10 Insulin-dependent diabetes mellitus,BIN,3246,417285.0,420531,6441.889468315058,icd10-E10-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E10-both_sexes.tsv.bgz,0.0077
icd10,E11,both_sexes,E11 Non-insulin-dependent diabetes mellitus,BIN,22634,397897.0,420531,42831.56627216543,icd10-E11-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E11-both_sexes.tsv.bgz,0.0474
icd10,E14,both_sexes,E14 Unspecified diabetes mellitus,BIN,3020,417511.0,420531,5996.624363007721,icd10-E14-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E14-both_sexes.tsv.bgz,-0.0005
icd10,E16,both_sexes,E16 Other disorders of pancreatic internal secretion,BIN,1293,419238.0,420531,2578.048866789844,icd10-E16-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E16-both_sexes.tsv.bgz,0.0025
icd10,E21,both_sexes,E21 Hyperparathyroidism and other disorders of parathyroid gland,BIN,1054,419477.0,420531,2102.7166035322007,icd10-E21-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E21-both_sexes.tsv.bgz,0.0009
icd10,E53,both_sexes,E53 Deficiency of other B group vitamins,BIN,1084,419447.0,420531,2162.411560622166,icd10-E53-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E53-both_sexes.tsv.bgz,0.0019
icd10,E66,both_sexes,E66 Obesity,BIN,15917,404614.0,420531,30629.09054504899,icd10-E66-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E66-both_sexes.tsv.bgz,0.029
icd10,E78,both_sexes,E78 Disorders of lipoprotein metabolism and other lipidaemias,BIN,44175,376356.0,420531,79069.20678856019,icd10-E78-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E78-both_sexes.tsv.bgz,0.0358
icd10,E83,both_sexes,E83 Disorders of mineral metabolism,BIN,3092,417439.0,420531,6138.531466170151,icd10-E83-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E83-both_sexes.tsv.bgz,0.016
icd10,E87,both_sexes,"E87 Other disorders of fluid, electrolyte and acid-base balance",BIN,8097,412434.0,420531,15882.197022336048,icd10-E87-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E87-both_sexes.tsv.bgz,0.0004
icd10,E89,both_sexes,"E89 Postprocedural endocrine and metabolic disorders, not elsewhere classified",BIN,1660,418871.0,420531,3306.8946641270204,icd10-E89-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-E89-both_sexes.tsv.bgz,0.003
icd10,F05,both_sexes,"F05 Delirium, not induced by alcohol and other psychoactive substances",BIN,1307,419224.0,420531,2605.8757523226586,icd10-F05-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F05-both_sexes.tsv.bgz,0.0006
icd10,F10,both_sexes,F10 Mental and behavioural disorders due to use of alcohol,BIN,6262,414269.0,420531,12337.508901840767,icd10-F10-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F10-both_sexes.tsv.bgz,0.0075
icd10,F17,both_sexes,F17 Mental and behavioural disorders due to use of tobacco,BIN,14937,405594.0,420531,28812.894069640526,icd10-F17-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F17-both_sexes.tsv.bgz,0.0184
icd10,F31,both_sexes,F31 Bipolar affective disorder,BIN,1165,419366.0,420531,2323.5451845404978,icd10-F31-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F31-both_sexes.tsv.bgz,0.0047
icd10,F32,both_sexes,F32 Depressive episode,BIN,15674,404857.0,420531,30179.599687062313,icd10-F32-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F32-both_sexes.tsv.bgz,0.016
icd10,F41,both_sexes,F41 Other anxiety disorders,BIN,9006,411525.0,420531,17626.258944049307,icd10-F41-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-F41-both_sexes.tsv.bgz,0.0096
icd10,G40,both_sexes,G40 Epilepsy,BIN,4345,416186.0,420531,8600.21339687205,icd10-G40-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G40-both_sexes.tsv.bgz,0.0008
icd10,G43,both_sexes,G43 Migraine,BIN,3571,416960.0,420531,7081.352670790025,icd10-G43-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G43-both_sexes.tsv.bgz,0.0043
icd10,G45,both_sexes,G45 Transient cerebral ischaemic attacks and related syndromes,BIN,3150,417381.0,420531,6252.809662070097,icd10-G45-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G45-both_sexes.tsv.bgz,0.0024
icd10,G47,both_sexes,G47 Sleep disorders,BIN,6557,413974.0,420531,12909.523997041833,icd10-G47-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G47-both_sexes.tsv.bgz,0.0111
icd10,G51,both_sexes,G51 Facial nerve disorders,BIN,1046,419485.0,420531,2086.796502517056,icd10-G51-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G51-both_sexes.tsv.bgz,0.0029
icd10,G55,both_sexes,G55 Nerve root and plexus compressions in diseases classified elsewhere,BIN,5159,415372.0,420531,10191.42059919483,icd10-G55-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G55-both_sexes.tsv.bgz,0.0054
icd10,G56,both_sexes,G56 Mononeuropathies of upper limb,BIN,12232,408299.0,420531,23752.414770849235,icd10-G56-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G56-both_sexes.tsv.bgz,0.021
icd10,G57,both_sexes,G57 Mononeuropathies of lower limb,BIN,1923,418608.0,420531,3828.4130492163476,icd10-G57-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G57-both_sexes.tsv.bgz,0.0033
icd10,G62,both_sexes,G62 Other polyneuropathies,BIN,1717,418814.0,420531,3419.9792072403698,icd10-G62-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G62-both_sexes.tsv.bgz,-0.0007
icd10,G81,both_sexes,G81 Hemiplegia,BIN,2014,418517.0,420531,4008.7091700730743,icd10-G81-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G81-both_sexes.tsv.bgz,-0.0009
icd10,G93,both_sexes,G93 Other disorders of brain,BIN,2064,418467.0,420531,4107.739443703318,icd10-G93-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G93-both_sexes.tsv.bgz,-0.002
icd10,G99,both_sexes,G99 Other disorders of nervous system in diseases classified elsewhere,BIN,1371,419160.0,420531,2733.0606304885964,icd10-G99-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-G99-both_sexes.tsv.bgz,0.0017
icd10,H00,both_sexes,H00 Hordeolum and chalazion,BIN,2065,418466.0,420531,4109.719806625433,icd10-H00-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H00-both_sexes.tsv.bgz,0.0077
icd10,H02,both_sexes,H02 Other disorders of eyelid,BIN,6766,413765.0,420531,13314.281182600093,icd10-H02-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H02-both_sexes.tsv.bgz,0.0026
icd10,H04,both_sexes,H04 Disorders of lachrymal system,BIN,2684,417847.0,420531,5333.739239199964,icd10-H04-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H04-both_sexes.tsv.bgz,-0.001
icd10,H25,both_sexes,H25 Senile cataract,BIN,12419,408112.0,420531,24104.49135973329,icd10-H25-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H25-both_sexes.tsv.bgz,0.0084
icd10,H26,both_sexes,H26 Other cataract,BIN,18988,401543.0,420531,36261.29100589493,icd10-H26-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H26-both_sexes.tsv.bgz,0.0156
icd10,H33,both_sexes,H33 Retinal detachments and breaks,BIN,3746,416785.0,420531,7425.262870038118,icd10-H33-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H33-both_sexes.tsv.bgz,0.01
icd10,H35,both_sexes,H35 Other retinal disorders,BIN,4814,415717.0,420531,9517.78412530824,icd10-H35-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H35-both_sexes.tsv.bgz,0.0001
icd10,H36,both_sexes,H36 Retinal disorders in diseases classified elsewhere,BIN,1706,418825.0,420531,3398.1582808401763,icd10-H36-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H36-both_sexes.tsv.bgz,0.0095
icd10,H40,both_sexes,H40 Glaucoma,BIN,6171,414360.0,420531,12160.889732267062,icd10-H40-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H40-both_sexes.tsv.bgz,0.0113
icd10,H43,both_sexes,H43 Disorders of vitreous body,BIN,1762,418769.0,420531,3509.2346485752537,icd10-H43-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H43-both_sexes.tsv.bgz,0.008
icd10,H50,both_sexes,H50 Other strabismus,BIN,1060,419471.0,420531,2114.6562797986358,icd10-H50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H50-both_sexes.tsv.bgz,0.0006
icd10,H52,both_sexes,H52 Disorders of refraction and accommodation,BIN,2521,418010.0,420531,5011.774209273514,icd10-H52-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H52-both_sexes.tsv.bgz,0.0056
icd10,H53,both_sexes,H53 Visual disturbances,BIN,3872,416659.0,420531,7672.6978415384365,icd10-H53-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H53-both_sexes.tsv.bgz,0.0018
icd10,H54,both_sexes,H54 Blindness and low vision,BIN,1205,419326.0,420531,2403.0943259831024,icd10-H54-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H54-both_sexes.tsv.bgz,0.0025
icd10,H61,both_sexes,H61 Other disorders of external ear,BIN,1131,419400.0,420531,2255.9164484901235,icd10-H61-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H61-both_sexes.tsv.bgz,0.0003
icd10,H65,both_sexes,H65 Nonsuppurative otitis media,BIN,1191,419340.0,420531,2375.2538576228626,icd10-H65-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H65-both_sexes.tsv.bgz,0.0035
icd10,H72,both_sexes,H72 Perforation of tympanic membrane,BIN,1086,419445.0,420531,2166.3909200510784,icd10-H72-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H72-both_sexes.tsv.bgz,0.0048
icd10,H81,both_sexes,H81 Disorders of vestibular function,BIN,1319,419212.0,420531,2629.7258846553527,icd10-H81-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H81-both_sexes.tsv.bgz,-0.0004
icd10,H90,both_sexes,H90 Conductive and sensorineural hearing loss,BIN,1244,419287.0,420531,2480.6400859865266,icd10-H90-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H90-both_sexes.tsv.bgz,0.0004
icd10,H91,both_sexes,H91 Other hearing loss,BIN,4236,416295.0,420531,8386.661720539032,icd10-H91-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H91-both_sexes.tsv.bgz,0.005
icd10,I08,both_sexes,I08 Multiple valve diseases,BIN,2547,417984.0,420531,5063.147534902301,icd10-I08-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I08-both_sexes.tsv.bgz,-0.0005
icd10,I12,both_sexes,I12 Hypertensive renal disease,BIN,1608,418923.0,420531,3203.702861382395,icd10-I12-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I12-both_sexes.tsv.bgz,0.003
icd10,I20,both_sexes,I20 Angina pectoris,BIN,21286,399245.0,420531,40417.13486045024,icd10-I20-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I20-both_sexes.tsv.bgz,0.0306
icd10,I21,both_sexes,I21 Acute myocardial infarction,BIN,10141,410390.0,420531,19792.904637232452,icd10-I21-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I21-both_sexes.tsv.bgz,0.0147
icd10,I24,both_sexes,I24 Other acute ischaemic heart diseases,BIN,1967,418564.0,420531,3915.5990307492198,icd10-I24-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I24-both_sexes.tsv.bgz,0.0006
icd10,I25,both_sexes,I25 Chronic ischaemic heart disease,BIN,31148,389383.0,420531,57681.84359298125,icd10-I25-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,0.0362
icd10,I26,both_sexes,I26 Pulmonary embolism,BIN,4685,415846.0,420531,9265.611857389824,icd10-I26-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I26-both_sexes.tsv.bgz,0.0044
icd10,I27,both_sexes,I27 Other pulmonary heart diseases,BIN,1200,419331.0,420531,2393.151515583869,icd10-I27-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I27-both_sexes.tsv.bgz,-0.0022
icd10,I31,both_sexes,I31 Other diseases of pericardium,BIN,1469,419062.0,420531,2927.736970639501,icd10-I31-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I31-both_sexes.tsv.bgz,-0.0005
icd10,I34,both_sexes,I34 Nonrheumatic mitral valve disorders,BIN,3153,417378.0,420531,6258.719732909109,icd10-I34-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I34-both_sexes.tsv.bgz,0.0019
icd10,I35,both_sexes,I35 Nonrheumatic aortic valve disorders,BIN,3479,417052.0,420531,6900.437342312458,icd10-I35-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I35-both_sexes.tsv.bgz,0.0083
icd10,I42,both_sexes,I42 Cardiomyopathy,BIN,1662,418869.0,420531,3310.863065980867,icd10-I42-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I42-both_sexes.tsv.bgz,0.0015
